"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-08","1986","08","23.3","","10.7","","17.0","","29.3","","5.5","","18.2","","0.0","","18.2","","0","","34","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-09","1986","09","13.7","","4.3","","9.0","","20.7","","-0.5","","94.6","","0.0","T","94.6","","0","","31","","52",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-10","1986","10","13.0","","1.6","","7.3","","22.2","","-9.0","","17.6","","3.6","","20.9","","0","T","30","","54",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-11","1986","11","-3.4","","-12.1","","-7.8","","11.3","","-24.3","","5.4","","24.2","","27.2","","12","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-12","1986","12","-0.1","","-8.6","","-4.4","","5.8","","-18.3","","0.0","T","2.9","","2.9","","7","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-01","1987","01","0.3","","-9.3","","-4.5","","9.3","","-17.4","","1.8","","3.6","","5.4","","8","","31","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-02","1987","02","0.8","","-7.4","","-3.3","","8.9","","-16.0","","0.8","","7.4","","7.4","","7","","13","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-03","1987","03","-0.5","","-8.6","","-4.6","","13.9","","-18.5","","0.0","T","24.0","","24.0","","5","","32","","48",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-04","1987","04","14.5","","1.3","","7.9","","27.3","","-3.9","","19.8","","2.6","","22.4","","0","","32","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-05","1987","05","18.9","","5.8","","12.4","","29.9","","-2.7","","60.8","","10.2","","78.4","","0","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-06","1987","06","22.7","","11.1","","16.9","","28.0","","6.8","","40.0","","0.0","","40.0","","0","","26","","81",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-07","1987","07","23.1","","11.8","","17.5","","31.7","","6.5","","121.4","","0.0","","121.4","","0","","20","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-08","1987","08","18.5","","8.9","","13.7","","25.4","","4.6","","74.1","","0.0","","74.1","","0","","29","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-09","1987","09","20.1","","7.6","","13.9","","27.8","","2.9","","66.8","","0.0","","66.8","","0","","30","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-10","1987","10","12.6","","1.3","","7.0","","28.6","","-6.8","","5.0","","0.0","T","5.0","","0","","30","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-11","1987","11","5.6","","-3.4","","1.1","","13.4","","-10.4","","0.8","","3.0","","3.6","","0","","30","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1987-12","1987","12","0.4","","-8.5","","-4.1","","8.9","","-19.1","","0.0","T","8.0","","7.0","","6","","29","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01","1988","01","-7.0","","-15.0","","-11.0","","4.8","","-29.6","","1.4","","4.6","","5.2","","2","","33","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02","1988","02","-2.2","","-12.8","","-7.5","","13.8","","-28.9","","0.8","","21.5","","21.3","","0","","30","","78",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-03","1988","03","7.7","","-3.2","","2.3","","16.5","","-9.7","","0.2","","7.8","","7.4","","0","","32","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-04","1988","04","14.1","","0.5","","7.3","","23.5","","-6.0","","14.6","","0.0","T","14.6","","0","","31","S","54","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-05","1988","05","20.5","","6.9","","13.7","","30.4","","-4.3","","18.4","","0.0","","18.4","","0","","28","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-06","1988","06","22.0","","11.3","","16.7","","28.7","","6.0","","157.4","","0.0","","157.4","","0","","12","S","56","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-07","1988","07","22.3","","12.0","","17.2","","31.0","","8.7","","139.9","","0.0","","139.9","","0","","29","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-08","1988","08","21.4","","10.9","","16.2","","28.3","","7.4","","97.4","","0.0","","97.4","","0","","31","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-09","1988","09","16.8","","6.0","","11.4","","30.3","","-1.7","","47.6","","0.0","","47.6","","0","","30","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-10","1988","10","13.4","","0.9","","7.2","","24.6","","-11.1","","1.6","","0.8","","2.4","","0","","31","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-11","1988","11","0.7","","-7.5","","-3.4","","10.4","","-18.0","","1.0","","4.2","","5.2","","1","","30","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-12","1988","12","-2.3","","-10.6","","-6.5","","8.9","","-24.1","","1.0","","15.4","","14.0","","10","","31","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-01","1989","01","-3.1","","-13.5","","-8.3","","10.7","","-33.7","","4.2","","39.5","","42.1","","25","","33","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-02","1989","02","-8.8","","-18.9","","-13.9","","4.0","","-36.8","","0.2","","12.2","","10.8","","24","","30","","54",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-03","1989","03","-3.9","","-13.2","","-8.6","","9.7","","-25.1","","0.2","","7.1","","7.1","","11","","28","","44",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-04","1989","04","12.3","","-1.1","","5.6","","21.4","","-13.0","","4.8","","7.8","","12.6","","0","","30","","61","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-05","1989","05","17.1","","4.9","","11.0","","27.4","","-0.9","","52.0","","16.2","","68.2","","0","","29","","78",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-06","1989","06","20.9","","10.1","","15.5","","29.7","","5.3","","83.4","","0.0","","83.4","","0","","30","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-07","1989","07","23.4","","12.9","","18.2","","28.6","","9.7","","95.7","","0.0","","95.7","","0","","31","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-08","1989","08","21.2","","11.7","","16.5","","29.6","","2.6","","48.8","","0.0","","48.8","","0","","20","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-09","1989","09","17.5","","5.3","","11.4","","25.1","","-3.7","","27.0","","0.8","","27.8","","0","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-10","1989","10","11.0","","-0.5","","5.3","","19.8","S","-7.5","","13.2","","1.8","","15.0","","0","T","18","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-11","1989","11","1.5","","-6.2","","-2.4","","8.7","","-18.1","","11.8","","22.4","","31.2","","2","","31","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1989-12","1989","12","-2.5","","-10.3","","-6.4","","8.7","","-33.1","","3.6","","13.2","","15.1","","0","T","34","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-01","1990","01","-3.2","","-11.5","","-7.4","","6.4","","-33.6","","0.0","T","15.7","","14.6","","7","","30","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-02","1990","02","-3.8","","-15.5","","-9.7","","11.2","","-31.2","","0.0","","23.5","","20.5","","7","","32","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-03","1990","03","5.8","","-4.4","","0.7","","15.4","","-14.6","","2.4","","13.5","","15.9","","0","","34","","52","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-04","1990","04","10.1","","-0.8","","4.7","","21.7","","-12.1","","27.8","","15.6","","42.2","","0","","32","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-05","1990","05","18.0","","5.5","","11.8","","26.5","","-1.6","","39.1","","3.2","","42.3","","0","","32","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-06","1990","06","21.1","","10.2","","15.7","","30.2","","3.8","","53.2","","0.0","","53.2","","0","","34","S","56","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-07","1990","07","22.3","","12.3","","17.3","","30.8","","6.3","","151.6","","0.0","","151.6","","0","","1","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-08","1990","08","22.7","","11.9","","17.3","","33.2","","3.0","","72.2","","0.0","","72.2","","0","","29","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-09","1990","09","20.3","","7.3","","13.8","","28.4","","0.4","","14.0","","0.0","","14.0","","0","","31","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-10","1990","10","8.6","","-1.1","","3.8","","18.4","","-5.6","","5.4","","17.0","","22.2","","0","","29","","83",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-11","1990","11","-1.9","","-11.3","","-6.6","","10.4","","-26.2","","0.0","T","28.0","","27.2","","13","","32","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1990-12","1990","12","-8.1","","-18.0","","-13.1","","8.8","","-34.1","","0.0","T","33.8","","30.2","","30","","34","","81",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-01","1991","01","-6.3","","-14.5","","-10.4","","8.0","","-32.1","","0.0","T","11.6","","11.6","","17","","31","S","74","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-02","1991","02","4.0","","-5.4","","-0.7","","9.4","","-19.8","","4.1","","16.4","","19.3","","11","","35","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-03","1991","03","0.9","","-9.6","","-4.4","","15.6","","-27.8","","6.4","","23.4","","20.8","","0","T","28","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-04","1991","04","13.0","","1.1","","7.1","","22.3","","-3.3","","9.0","","35.6","","44.6","","0","","34","","52",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-05","1991","05","17.6","","6.0","","11.8","","25.5","","-3.4","","95.3","","0.0","","95.3","","0","","31","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-06","1991","06","19.5","","9.6","","14.6","","26.6","","5.2","","103.9","","0.0","","103.9","","0","","31","S","61","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-07","1991","07","24.1","","12.4","","18.3","","30.8","","7.9","","14.7","","0.0","","14.7","","0","","28","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-08","1991","08","25.3","","13.4","","19.4","","33.9","","7.5","","121.0","","0.0","","121.0","","0","","30","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-09","1991","09","17.6","","6.1","","11.9","","25.0","","-2.4","","13.2","","0.0","","13.2","","0","","31","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-10","1991","10","6.3","","-3.3","","1.5","","24.1","","-18.6","","10.4","","56.4","","61.6","","16","","31","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-11","1991","11","-0.2","","-9.2","","-4.7","","7.8","","-21.9","","0.2","","10.6","","10.6","","7","","33","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1991-12","1991","12","-3.3","","-10.7","","-7.0","","7.9","","-21.0","","0.0","T","20.4","","17.8","","7","","32","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-01","1992","01","-0.6","","-9.6","","-5.1","","5.6","S","-21.2","","1.0","","21.0","","20.2","","12","","32","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-02","1992","02","-1.9","","-10.6","","-6.2","","14.0","","-26.1","","0.0","T","38.8","","32.0","","20","","30","","41",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-03","1992","03","7.3","","-2.1","","2.6","","15.8","","-11.3","","1.4","","8.6","","10.0","","0","","31","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-04","1992","04","11.8","","0.5","","6.2","","25.0","","-15.3","","9.8","","26.1","","34.5","","0","","31","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-05","1992","05","16.0","","4.4","","10.2","","28.2","","-2.8","","10.6","","14.4","","25.0","","0","","30","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-06","1992","06","22.3","","11.0","","16.6","","30.5","","5.8","","28.8","","0.0","","28.8","","0","","26","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-07","1992","07","21.9","","11.0","","16.5","","27.8","","6.1","","70.0","","0.0","","70.0","","0","","29","I","67","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-08","1992","08","21.9","","9.8","","15.9","","31.6","","-1.2","","31.0","","1.0","","32.0","","0","","31","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-09","1992","09","14.6","","3.5","","9.0","","28.4","","-2.5","","41.2","","4.0","","45.2","","0","","32","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-10","1992","10","10.6","","-0.3","","5.2","","27.9","","-11.1","","6.2","","2.2","","8.4","","0","","32","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-11","1992","11","1.8","","-4.7","","-1.4","","8.1","","-18.4","","4.4","","23.8","","28.2","","4","","30","","78",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1992-12","1992","12","-9.2","","-17.8","","-13.6","","5.3","","-35.4","","0.0","T","31.4","","27.4","","20","","31","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-01","1993","01","-7.5","","-17.4","","-12.5","","11.0","","-29.2","","0.0","T","3.8","","3.6","","11","","27","I","59","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-02","1993","02","-3.7","","-13.0","","-8.4","","12.3","","-26.3","","0.0","","19.2","","16.2","","14","","34","I","37","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-03","1993","03","4.0","","-5.3","","-0.6","","13.4","","-20.0","","0.0","T","16.4","","15.4","","0","T","35","I","52","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-04","1993","04","10.5","","0.5","","5.5","","18.6","","-4.5","","18.0","","29.8","","47.8","","0","","33","I","44","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-05","1993","05","19.1","","6.9","","13.0","","31.5","","1.9","","36.8","","0.0","","36.8","","0","","35","I","65","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-06","1993","06","20.0","","9.4","","14.7","","26.1","","5.3","","77.8","","0.0","","77.8","","0","","26","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-07","1993","07","20.6","","10.8","","15.7","","26.6","","6.0","","89.8","","0.0","","89.8","","0","","31","I","69","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-08","1993","08","20.3","","10.6","","15.5","","27.5","","5.9","","76.8","","0.0","","76.8","","0","","27","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-09","1993","09","16.9","","5.3","","11.1","","24.6","","-0.5","S","32.8","","0.0","","32.8","","0","","28","I","74","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-10","1993","10","12.0","","0.0","","6.0","","23.0","","-9.6","","14.6","","0.6","","15.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-11","1993","11","0.8","","-7.8","","-3.5","","10.4","","-24.4","","2.4","","23.8","","25.0","","3","","33","I","76","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1993-12","1993","12","0.0","","-9.1","","-4.6","","7.4","","-16.9","","0.0","T","12.0","","11.4","","3","","32","I","59","I"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-01","1994","01","-11.7","","-18.6","","-15.2","","1.9","","-31.1","","0.0","T","76.1","","68.6","","45","","33","","41",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-02","1994","02","-12.5","","-21.7","","-17.1","","4.7","","-36.5","","0.0","","19.7","","17.1","","36","","34","","46","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-03","1994","03","5.9","","-3.8","","1.0","","15.9","","-12.0","","0.0","","5.6","","5.2","","0","T","32","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-04","1994","04","12.9","","0.0","","6.4","","25.4","","-7.5","S","2.2","","0.2","","2.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-05","1994","05","18.1","","5.9","","12.0","","28.1","","-0.2","","42.4","","0.0","","42.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-06","1994","06","20.2","","9.8","","15.0","","27.1","","3.9","","90.8","","0.0","","90.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-07","1994","07","23.5","","13.0","","18.3","","30.2","","8.2","","88.4","","0.0","","88.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-08","1994","08","21.9","","11.5","","16.7","","29.6","","6.2","","142.0","","0.0","","142.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-09","1994","09","19.9","","7.7","","13.8","","28.9","","1.1","","52.4","","0.0","T","52.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-10","1994","10","10.8","","0.0","","5.5","","18.4","","-7.6","","11.1","","3.5","","14.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-11","1994","11","-0.1","","-9.1","","-4.6","","7.8","","-19.1","","0.0","T","16.5","","13.2","","","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1994-12","1994","12","-5.8","","-14.6","","-10.2","","8.0","","-25.6","","0.0","T","24.3","","19.6","","","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-01","1995","01","-6.3","","-14.5","","-10.4","","6.3","","-25.3","","2.1","","17.8","","19.3","","13","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-02","1995","02","-3.5","","-13.1","","-8.3","","8.6","","-23.5","S","4.0","","7.7","","10.9","","6","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-03","1995","03","2.3","","-8.2","","-3.0","","14.9","","-26.8","","0.6","","5.5","","6.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-04","1995","04","9.6","","-1.8","","3.9","","16.5","","-14.5","","11.6","","6.0","","17.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-05","1995","05","18.4","","4.8","","11.6","","31.0","","-2.8","","18.1","","0.0","","18.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-06","1995","06","22.1","","11.1","","16.6","","28.6","","5.0","","39.6","","0.0","","39.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-07","1995","07","22.3","","12.1","","17.2","","27.3","","7.7","","75.8","","0.0","","75.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-08","1995","08","18.7","","8.9","","13.8","","27.9","","5.9","","82.4","","0.0","","82.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-09","1995","09","19.7","","5.9","","12.8","","27.4","","-4.7","","2.7","","0.0","","2.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-10","1995","10","9.9","","0.2","","5.1","","16.4","","-9.9","","9.5","","2.8","","11.1","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-11","1995","11","-3.8","","-10.8","","-7.3","","9.0","","-21.3","","0.0","T","55.3","","49.6","","17","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1995-12","1995","12","-9.8","","-17.1","","-13.5","","1.5","","-30.6","","0.0","","17.9","","16.9","","25","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-01","1996","01","-13.9","","-23.5","","-18.7","","9.8","","-37.8","","0.0","T","27.5","","20.0","","30","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-02","1996","02","-2.7","","-13.8","","-8.3","","10.6","","-35.0","","1.0","","5.6","","5.4","","21","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-03","1996","03","-1.9","","-10.9","","-6.4","","13.7","","-25.4","","0.4","","16.9","","7.5","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-04","1996","04","10.8","","0.1","","5.5","","20.0","","-12.8","","32.8","","15.2","","45.5","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-05","1996","05","12.7","","3.6","","8.2","","22.6","","-5.3","","43.3","","5.4","","47.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-06","1996","06","18.8","","9.3","","14.1","","27.3","","5.6","","122.0","","0.0","","122.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-07","1996","07","22.3","","12.0","","17.2","","27.9","","7.2","","70.1","","0.0","","70.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-08","1996","08","23.4","","11.5","","17.5","","30.6","","6.7","","51.8","","0.0","","51.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-09","1996","09","14.2","","5.7","","10.0","","27.3","","-1.3","","71.5","","0.0","T","71.5","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-10","1996","10","9.2","","-1.0","","4.1","","22.9","","-13.8","","9.5","","3.2","","12.1","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-11","1996","11","-7.4","","-13.7","","-10.6","","10.0","","-30.5","","0.0","T","68.5","","57.0","","28","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1996-12","1996","12","-11.5","","-19.8","","-15.7","","1.9","","-33.2","","0.0","","15.2","","13.6","","38","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-01","1997","01","-10.2","","-20.0","","-15.1","","6.5","","-36.5","","1.2","","9.1","","10.3","","33","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-02","1997","02","0.5","","-9.3","","-4.4","","12.0","","-13.3","","0.0","T","9.2","","9.0","","31","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-03","1997","03","-0.6","","-9.8","","-5.2","","13.5","","-24.1","S","0.6","","23.8","","23.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-04","1997","04","8.5","","-3.0","","2.8","","21.6","","-13.4","","29.6","","8.4","","37.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-05","1997","05","16.7","","5.6","","11.2","","26.3","","0.2","S","31.2","","26.2","","65.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-06","1997","06","20.5","","10.7","","15.6","","25.6","","4.5","","126.2","","0.0","","126.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-07","1997","07","22.9","","12.0","","17.5","","31.7","","8.3","","53.0","","0.0","","53.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-08","1997","08","22.8","","11.3","","17.1","","33.6","","6.7","","52.6","","0.0","","52.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-09","1997","09","18.7","","7.6","","13.2","","28.8","","-0.4","","77.0","","0.0","","77.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-10","1997","10","8.4","","-0.2","","4.1","","19.2","","-8.0","","30.2","","9.6","","37.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-11","1997","11","3.1","","-5.5","","-1.2","","13.9","","-12.1","","1.4","","2.4","","3.8","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1997-12","1997","12","2.2","","-6.9","","-2.4","","14.7","","-16.0","","0.0","T","3.6","","2.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-01","1998","01","-12.8","","-19.5","","-16.2","","7.6","","-32.0","","0.0","T","34.2","","23.4","","15","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-02","1998","02","0.4","","-8.5","","-4.1","","8.5","","-16.7","","0.2","","0.6","","0.6","","12","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-03","1998","03","1.8","","-6.8","","-2.6","","15.2","","-25.1","","1.2","","17.8","","13.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-04","1998","04","14.2","","1.9","","8.1","","23.6","","-3.1","","33.2","","0.0","T","33.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-05","1998","05","21.7","","8.4","","15.1","","27.5","","2.0","","43.2","","0.0","","43.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-06","1998","06","20.9","","10.2","","15.6","","27.9","","3.4","","117.2","","0.0","","117.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-07","1998","07","24.5","","14.1","","19.3","","30.2","","7.2","","103.4","","0.0","","103.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-08","1998","08","24.9","","13.7","","19.3","","34.5","","6.7","","70.6","","0.0","","70.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-09","1998","09","18.9","","7.3","","13.1","","29.9","","1.4","","44.4","","0.0","","44.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-10","1998","10","11.8","","1.6","","6.7","","22.7","","-4.2","","11.4","","13.0","","24.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-11","1998","11","-0.9","","-7.5","","-4.2","","4.4","","-15.8","","0.8","","31.8","","27.2","","8","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1998-12","1998","12","-6.2","","-14.5","","-10.4","","8.7","","-29.1","","0.2","","21.6","","17.8","","12","","","","",""
